brand,model,device_category,price,rating,cpu_brand,cpu_family,cpu_series,cpu_model,cpu_suffix,cpu_core_count,cpu_thread_count,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,ram_gb,storage_gb,display_width_px,display_height_px,display_size_inch,gpu_brand,gpu_series,gpu_model,gpu_vram_gb,gpu_type,os_name,warranty_years
hp,HP 255 G10 B1FW9PT,General,27891,48,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1366,768,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP ProBook 440 G9 821P0PA,Business,74990,59,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,DOS,1
acer,Acer AL15-41 Aspire Lite 15,General,33490,54,AMD,Ryzen,Ryzen 5,5625U,U,6,12,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell XPS 13 9350,General,210990,72,Intel,Core Ultra,Core Ultra 7,258V,V,8,8,4,4,,32,1024,2880,1800,13,Intel,Arc,Arc Graphics,,Integrated,Windows,1
dell,Dell Latitude 3420 GD723ZG84,Business,55990,44,Intel,Core,Core I5,1135G7,G7,4,8,4,0,0,16,512,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Ubuntu,3
hp,HP 240R G9 (1315UU / 16GB / 512GB / Integrated Graphics / Windows),Business,36900,48,Intel,Core,Core I3,1315U,U,6,8,2,4,,16,512,1366,720,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP 245 G10,General,29249,50,AMD,Ryzen,Ryzen 5,7530U,U,6,12,,,,8,512,1366,768,14,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 250R G9 B10MTAT,Business,33990,52,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1366,768,15,Intel,UHD,UHD Graphics,,Integrated,DOS,1
dell,Dell 14 Latitude 3440 (1235UU / 16GB / 512GB / Integrated Graphics / Windows),Business,64499,51,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1366,768,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83EL003PIN,Thin & Light,59490,54,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell 14 Inspiron 5440 (1334UU / 16GB / 1024GB / Integrated Graphics / Windows),General,70800,51,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,1024,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP Omen 16-wf1171TX Gaming,Gaming,114206,78,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,1024,1920,1080,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
hp,HP Victus 16-wf1150TX Gaming,Gaming,135990,79,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,1024,1920,1080,16,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,1
dell,Dell 14 Inspiron 5441,Thin & Light,91490,43,Snapdragon,Snapdragon,Snapdragon X,Plus X1P-64-100,,10,10,,,,16,512,1920,1200,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
dell,Dell 15 Latitude 3540 (1215UU / 16GB / 512GB / Integrated Graphics / Windows),Business,37990,47,Intel,Core,Core I3,1215U,U,6,8,2,4,,16,512,1366,768,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
acer,Acer Nitro V ANV15-41 NH.QPFSI.006 Gaming,Gaming,61490,62,AMD,Ryzen,Ryzen 5,6600H,H,6,12,,,,16,512,1920,1080,16,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
dell,Dell Latitude 3440 (1215UU / 8GB / 512GB / Integrated Graphics / Windows),Business,38511,43,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1366,768,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
dell,Dell Latitude 3440 2024,Business,45800,46,Intel,Core,Core I3,1215U,U,6,8,2,4,,16,512,1366,768,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 A324-53 UN.34RSI.004,General,42990,52,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell Alienware X16 R2 Gaming,Gaming,448490,86,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,32,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 4090,16,Dedicated,Windows,1
acer,Acer Swift Go 14 SFG14-01 NX.KYXSI.001 AI,Thin & Light,77990,46,Snapdragon,Snapdragon,Snapdragon X,Plus,,10,10,,,,16,512,2560,1440,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
acer,Acer Swift 14 AI SF14-51 NX.J2HSI.001,Thin & Light,82500,62,Intel,Core Ultra,Core Ultra 7,258V,V,8,8,4,4,,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
acer,Acer Swift 14 AI SF14-51 NX.J2HSI.002,Thin & Light,89999,56,Intel,Core Ultra,Core Ultra 5,266V,V,12,14,2,8,2,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
hp,HP OmniBook X 14-fe1011QU AI,Thin & Light,87999,50,Snapdragon,Snapdragon,Snapdragon X,Plus X1P-42-100,,10,10,,,,16,512,2240,1400,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
asus,Asus Vivobook S15 K5504VAB-BN416WS,Thin & Light,67790,54,Intel,Core,Core I5,13500H,H,12,16,4,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 82X70034IN,Thin & Light,39990,55,Intel,Core,Core I3,1305U,U,5,6,1,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer TravelLite TL14-42M,General,34916,56,AMD,Ryzen,Ryzen 3,7330U,U,4,8,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Vivobook Go 15 X1500KA-EJ021W,Thin & Light,25595,42,Intel,Celeron,Celeron,N4500,,2,2,,,,8,512,1920,1080,15,Intel,HD,HD Graphics,,Integrated,Windows,1
dell,Dell Alienware X16 R2 2024 Gaming,Gaming,394990,88,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,32,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 4080,12,Dedicated,Windows,1
hp,HP ZBook Firefly 14 G10 8F6C8PA Workstation,General,132499,66,Intel,Core,Core I7,1355U,U,10,12,2,8,,16,1024,1920,1200,14,,,,,,Windows,3
lenovo,Lenovo IdeaPad Slim 3 82XM00G1IN,Thin & Light,43992,50,AMD,Ryzen,Ryzen 5,7530U,U,6,12,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
acer,Acer Aspire 15 A15-51M,General,48990,48,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire Lite AL15-53 (1305UU / 8GB / 512GB / UHD Graphics / Windows),General,33900,52,Intel,Core,Core I3,1305U,U,5,6,1,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 A324-53 UN.34RSI.009,General,32990,48,Intel,Core,Core I3,1305U,U,5,6,1,4,,16,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell Inspiron 7640,General,71589,51,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1200,16,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
apple,Apple 2024 MacBook Air 15,Thin & Light,104994,56,Apple,M-Series,M3,M3,,8,8,4,4,,16,256,2880,1864,15,,,,,,Mac,1
apple,Apple MacBook Air 13 2024 (M3 / 24GB / 512GB / Apple 10-Core GPU / Mac),Thin & Light,127653,53,Apple,M-Series,M3,M3,,8,8,4,4,,24,512,2560,1664,13,Apple,Apple GPU,Apple 10-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Air 15 2024,Thin & Light,154287,60,Apple,M-Series,M3,M3,,8,8,4,4,,24,512,2880,1864,15,,,,,,Mac,1
apple,Apple MacBook Pro 16 (M4 MaxMax / 36GB / 1024GB / Apple 32-Core GPU / Mac),General,349900,65,Apple,M-Series,M4,M4 Max,Max,14,14,10,4,,36,1024,3456,2234,16,Apple,Apple GPU,Apple 32-Core GPU,,Integrated,Mac,1
lenovo,Lenovo V14 G4 82YTA00TIN,General,29990,43,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,DOS,1
lenovo,Lenovo IdeaPad 3 82RK017RIN,General,35500,51,Intel,Core,Core I3,1215U,U,6,8,2,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo Thinkpad E16 21JNS0QE00,Business,66000,61,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1200,16,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
dell,Dell Inspiron 16 Plus 7640,General,70990,53,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1200,16,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
dell,Dell Inspiron 5441,Thin & Light,82990,42,Snapdragon,Snapdragon,Snapdragon X,Plus X1P-42-100,,10,10,,,,16,512,1920,1200,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
apple,Apple MacBook Pro 16 (M4 ProPro / 48GB / 512GB / Apple 20-Core GPU / Mac),General,279990,64,Apple,M-Series,M4,M4 Pro,Pro,14,14,10,4,,48,512,3456,2234,16,Apple,Apple GPU,Apple 20-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 16 2024,General,239990,60,Apple,M-Series,M4,M4 Pro,Pro,14,14,10,4,,24,512,3456,2234,16,Apple,Apple GPU,Apple 20-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 14 (M4 MaxMax / 36GB / 1024GB / Apple 32-Core GPU / Mac),General,289990,63,Apple,M-Series,M4,M4 Max,Max,14,14,10,4,,36,1024,3024,1964,14,Apple,Apple GPU,Apple 32-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 14 (M4 ProPro / 24GB / 1024GB / Apple 20-Core GPU / Mac),General,225990,60,Apple,M-Series,M4,M4 Pro,Pro,14,14,10,4,,24,1024,3024,1964,14,Apple,Apple GPU,Apple 20-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 14 (M4 ProPro / 24GB / 512GB / Apple 16-Core GPU / Mac),General,187990,57,Apple,M-Series,M4,M4 Pro,Pro,12,12,8,4,,24,512,3024,1964,14,Apple,Apple GPU,Apple 16-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 14 (M4 / 24GB / 1024GB / Apple 10-Core GPU / Mac),General,201990,59,Apple,M-Series,M4,M4,,10,10,4,6,,24,1024,3024,1964,14,Apple,Apple GPU,Apple 10-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 14 (M4 / 16GB / 1024GB / Apple 10-Core GPU / Mac),General,182990,55,Apple,M-Series,M4,M4,,10,10,4,6,,16,1024,3024,1964,14,Apple,Apple GPU,Apple 10-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 14 2024,General,159900,54,Apple,M-Series,M4,M4,,10,10,4,6,,16,512,3024,1964,14,Apple,Apple GPU,Apple 10-Core GPU,,Integrated,Mac,1
acer,Acer Aspire Lite AL15-53 UN.34ESI.00D Gaming,Gaming,34990,54,Intel,Core,Core I3,1305U,U,5,6,1,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Stealth 16 AI Plus A3HVFG-075IN Gaming,Gaming,198900,79,AMD,Ryzen,Ryzen Ai 9,365,,10,20,4,6,,32,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,2
hp,HP Victus 15-fa1346TX Gaming,Gaming,63990,57,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
dell,Dell Inspiron 5440,General,65990,56,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP ZBook Firefly 16 G10 8F6J8PA,General,88999,62,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX A500,4,Dedicated,Windows,1
hp,HP ZBook Firefly 14 G11 A92U3PT,General,96999,64,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,DOS,1
hp,HP ZBook Firefly 14 G11 A92TYPT,General,75999,64,Intel,Core Ultra,Core Ultra 5,125U,U,12,14,2,8,2,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP ZBook Firefly 14 G11 A92U2PT,General,90985,70,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkBook 16 G6 21KKA0G1IN,Business,58850,69,AMD,Ryzen,Ryzen 7,7730U,U,8,16,,,,16,512,1920,1200,16,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell 14 Latitude 3440 (1215UU / 16GB / 512GB / Integrated Graphics / Windows),Business,36450,50,Intel,Core,Core I3,1215U,U,6,8,2,4,,16,512,1366,768,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
dell,Dell Inspiron 14 5445,General,68490,60,AMD,Ryzen,Ryzen 7,8840U,U,8,16,,,,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 15-fc0154AU,General,30990,55,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
infinix,Infinix Inbook Air Pro Plus XL434,Thin & Light,69990,57,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,2880,1800,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
hp,HP ZBook Firefly 14 G10 8F6D3PA Workstation,General,97000,68,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1200,14,NVIDIA,GeForce RTX,RTX A500,4,Dedicated,Windows,3
lenovo,Lenovo ThinkPad E14 21JRS0H300,Business,64590,69,AMD,Ryzen,Ryzen 7,7730U,U,8,16,,,,16,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
apple,Apple MacBook Air 2025 (M4 / 16GB / 256GB / Apple 8-Core GPU / Mac),Thin & Light,93900,45,Apple,M-Series,M4,M4,,10,10,4,6,,16,256,2560,1664,13,Apple,Apple GPU,Apple 8-Core GPU,,Integrated,Mac,1
acer,Acer Aspire 3 A324-53 UN.34RSI.002,General,30990,46,Intel,Core,Core I3,1305U,U,5,6,1,4,,8,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 240 14 G9 9H223PT,General,36990,51,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1366,768,14,Intel,UHD,UHD Graphics,,Integrated,DOS,1
lenovo,Lenovo IdeaPad 3 15IJL6 82N4004QHA,General,24990,38,Intel,Celeron,Celeron,N4500,,2,2,,,,8,128,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
dell,Dell Inspiron 7440 2 in 1,Convertible,75990,62,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,14,,,,,,Windows,1
hp,HP 15-fd1197TU,General,73500,61,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,1024,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP Pavilion 15-eh1137AU,General,52199,43,AMD,Ryzen,Ryzen 5,5500U,U,6,12,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo Thinkpad E14 G4 21E3006XIG,Business,79990,59,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,3
hp,HP 15-fc1004AU,General,39800,61,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
acer,Acer Aspire 3 A325-42 (7330UU / 8GB / 512GB / Radeon / Windows),General,28990,50,AMD,Ryzen,Ryzen 3,7330U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell Inspiron 3520,General,34990,47,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 14AMN8 82XN006TIN,Thin & Light,40490,50,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
acer,Acer Chromebook CB315-4H,General,22990,27,Intel,Core,Celeron,N4500,,2,2,,,,8,128,1080,1920,15,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
dell,Dell 2024 Inspiron 3530,General,46990,51,Intel,Core,Core I5,1334U,U,10,12,2,8,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 5 14IRH9 83KX0019IN,General,83990,59,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo Ideapad Slim 5x Gen 9 14Q8X9 83HL0035IN,Thin & Light,71899,39,Snapdragon,Snapdragon,Snapdragon X,Plus X1P-42-100,,10,10,,,,16,1024,1920,1200,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
gigabyte,Gigabyte G5 MF5-H2IN354SH Gaming,Gaming,71399,73,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
acer,Acer 15 Aspire Lite AL15-41,General,34490,56,AMD,Ryzen,Ryzen 5,5625U,U,6,12,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
msi,MSI Modern 15 H C13M-218IN,General,57590,54,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
asus,Asus Zenbook S14 OLED UX5406SA-PZ357WS,General,139990,66,Intel,Core Ultra,Core Ultra 7,258V,V,8,8,4,4,,32,1024,2880,1800,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
hp,HP Pavilion 16-af0056TU,General,81799,54,Intel,Core Ultra,Core Ultra 5,125U,U,12,14,2,8,2,16,1024,1920,1200,16,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,‎Lenovo V15 G2,General,23990,38,Intel,Celeron,Celeron,N4500,,2,2,,,,8,256,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP 15-fd0315TU,General,62499,56,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 A325-51,General,30990,47,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 3 14IAU7 82RJ00FUIN,General,33990,57,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell 14 Inspiron 7440 2in1,General,85512,64,Intel,Core,Core 7,150U,U,10,12,2,8,,16,1024,2240,1400,14,,,,,,Windows,1
asus,Asus Vivobook S15 K5504VAB-BN417WS,Thin & Light,72990,62,Intel,Core,Core I9,13900H,H,14,20,6,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
gigabyte,Gigabyte G5 MF5-52IN353SH Gaming,Gaming,71399,68,Intel,Core,Core I5,13500H,H,12,16,4,8,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
lenovo,Lenovo Legion 5 15IRX9 83JJ000DIN Gaming,Gaming,135690,69,Intel,Core,Core I7,13650HX,HX,14,20,6,8,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,1
acer,Acer Nitro V 16 ANV16-71 NH.QTNSI.002 Gaming,Gaming,93806,70,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
acer,Acer Predator Helios Neo 14 PHN14-51 Gaming,Gaming,139999,66,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,1024,1920,1200,14,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
asus,Asus TUF Gaming A15 FA566NCR-HN054WS,Gaming,70490,70,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
acer,Acer Aspire 3 A325-42 UN.34QSI.004,General,44990,54,AMD,Ryzen,Ryzen 7,7730U,U,8,16,,,,16,1024,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP Pavilion Plus 14-ew0115TU,General,75999,57,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1200,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
msi,MSI Crosshair 16 HX D14VFKG-452IN Gaming,Gaming,135000,78,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,1024,2560,1440,16,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,2
lenovo,Lenovo IdeaPad 5 14IRH9 83KX0018IN,General,75999,57,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 15 A325-42,General,36990,55,AMD,Ryzen,Ryzen 5,7430U,U,6,12,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP ZBook Firefly 14 G11 A1VR2PT,General,119699,70,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus Vivobook 16X K3605ZC-RP628WS,Thin & Light,67138,66,Intel,Core,Core I7,12700H,H,14,20,6,8,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
lenovo,Lenovo Yoga 7 14IRL8 82YL00AYIN,Convertible,79990,69,Intel,Core,Core I5,1340P,P,12,16,4,8,,16,512,1920,1200,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo V15 82TTA07RIH,General,43990,63,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
asus,Asus TUF Gaming A15 FA566NFR-HN045WS,Gaming,62500,66,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
acer,Acer Aspire 3 A325-42 (7430UU / 8GB / 512GB / Radeon / Windows),General,38790,55,AMD,Ryzen,Ryzen 5,7430U,U,6,12,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15IRU8 82X700C8IN,Thin & Light,36990,46,Intel,Core,Core I3,1305U,U,5,6,1,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer ALG ‎AL15G-53 Gaming,Gaming,64791,63,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
hp,HP 15-fd0112TU,General,55900,53,Intel,Core,Core I5,1235U,U,10,12,2,8,,8,1024,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
dell,Dell Inspiron 7440 2in1,General,61990,56,Intel,Core,Core 3,100U,U,6,8,2,4,,8,512,2240,1400,14,,,,,,Windows,1
lenovo,Lenovo IdeaPad 3 82RK017PIN,General,35990,55,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
chuwi,Chuwi CoreBook X (12450HH / 16GB / 512GB / HD Graphics / Windows),General,41990,53,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,512,1920,1080,15,Intel,HD,HD Graphics,,Integrated,Windows,1
samsung,Samsung Galaxy Book 5 Pro NP940XHA-LG4IN,General,145990,71,Intel,Core Ultra,Core Ultra 7,256V,V,8,8,4,,4,16,1024,2880,1800,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 A324-51 UN.343SI.00Q,General,45990,51,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,1024,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus Vivobook 16X K3605ZC-RP587WS,Thin & Light,62990,68,Intel,Core,Core I5,12500H,H,12,16,4,8,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
asus,Asus TUF Gaming A15 2024 FA507UV-LP137WS Gaming,Gaming,109990,75,AMD,Ryzen,Ryzen 9,8945H,H,8,16,,,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,1
msi,MSI Raider A18 HX A7VHG-017IN Gaming,Gaming,289990,93,AMD,Ryzen,Ryzen 9,7945HX,HX,16,32,,,,32,1024,2560,1600,18,NVIDIA,GeForce RTX,RTX 4080,12,Dedicated,Windows,2
asus,Asus Vivobook S 15 OLED S5507QA-MA551WS,Thin & Light,69994,48,Snapdragon,Snapdragon,Snapdragon X,Plus X1P 42,,10,10,,,,16,1024,2880,1620,15,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
acer,Acer Aspire Lite 15 AL15-52H,General,48990,55,Intel,Core,Core I5,12450H,H,8,12,4,4,,12,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire Lite AL15-52H (12450HH / 16GB / 512GB / UHD Graphics / Windows),General,36541,56,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
samsung,Samsung Galaxy Book 4 NP750XGJ-LG4IN,General,34990,54,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus ROG Zephyrus G16 OLED GA605WI-QR067WS Gaming,Gaming,227999,80,AMD,Ryzen,Ryzen Ai 9,370,,12,24,,,,32,2048,2560,1600,16,NVIDIA,GeForce RTX,RTX 4070,8,Dedicated,Windows,1
