brand,model,device_category,price,rating,cpu_brand,cpu_family,cpu_series,cpu_model,cpu_suffix,cpu_core_count,cpu_thread_count,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,ram_gb,storage_gb,display_width_px,display_height_px,display_size_inch,gpu_brand,gpu_series,gpu_model,gpu_vram_gb,gpu_type,os_name,warranty_years
hp,HP 250 G10 BJ3T3AT,General,51099,53,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,DOS,1
asus,Asus Vivobook 15 2025 X1504VA-NJ3700WS,Thin & Light,35990,52,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire 7 A715-79G UN.U35SI.001 Gaming,Gaming,82990,63,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
asus,Asus TUF Gaming A16 2025 FA607NUG-RL191WS Gaming,Gaming,97990,65,AMD,Ryzen,Ryzen 7,7445HS,HS,8,16,8,0,0,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
lenovo,Lenovo LOQ 2025 15IRX10 83JE00U5IN Gaming,Gaming,134713,78,Intel,Core,Core I7,14700HX,HX,20,28,8,12,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
asus,Asus Vivobook S14 2025 S3407VA-LY080WS,Thin & Light,64990,55,Intel,Core,Core 5,210H,H,8,12,4,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15IRU8 82X700HMIN,Thin & Light,38800,51,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus TUF Gaming A15 FA506NCG-HN200WS,Gaming,70890,69,AMD,Ryzen,Ryzen 7,7445HS,HS,8,16,8,0,0,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
acer,Acer Nitro V ANV15-52 NH.QZ9SI.002 Gaming,Gaming,87990,64,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
hp,HP OmniBook 5 Flip 14-fp0789TU,Convertible,68999,54,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1200,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 15IRX10 83JE00U6IN Gaming,Gaming,122490,77,Intel,Core,Core I7,14700HX,HX,20,28,8,12,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
lenovo,Lenovo V15 Gen 4 83CCA08KIN,General,36990,55,Intel,Core,Core I3,1315U,U,6,8,2,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkBook 16 21MWA0R4IN,Business,52990,68,AMD,Ryzen,Ryzen 7,7735HS,HS,8,16,,,,16,512,1920,1200,16,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Vivobook Go 14 E1404FA-EB2521WS,Thin & Light,35606,51,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Vivobook Go 14 E1404FA-EB666WS,Thin & Light,32495,50,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
motorola,Motorola Motobook 60 Pro 14IAH101 83NY000BIN,General,84990,71,Intel,Core Ultra,Core Ultra 7,255H,H,16,16,6,8,2,32,1024,2880,1880,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
motorola,Motorola Motobook 60 Pro 83NY000AIN,General,64990,59,Intel,Core Ultra,Core Ultra 5,225H,H,14,14,4,8,2,16,1024,2880,1880,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP 14-gr1036TU,General,72900,61,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,512,1920,1080,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
hp,HP Pro Book 440 G10 14,General,71550,62,Intel,Core,Core I5,1335U,U,10,12,2,8,,24,512,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkPad X1 2-in-1 21KES08L00,Convertible,230490,71,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,32,1024,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI Venture A16 AI+ A3HMG-022IN (AMD Ryzen AI 7 350/ 16GB/ 1TB SSD/ Win11 Home),General,111990,60,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,16,1024,2048,1280,16,AMD,Radeon,Radeon,,Integrated,Windows,2
msi,MSI Summit Pro 16 AI A2HVETG-064IN Gaming,Gaming,179990,82,Intel,Core Ultra,Core Ultra 9,285H,H,16,16,6,8,2,32,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
acer,Acer Aspire Lite AL15-52H (13620HH / 16GB / 512GB / UHD Graphics / Windows),General,57990,56,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 5 14IRH9 83KX004QIN,General,68390,56,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 83DC0094IN,Thin & Light,87490,55,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,1024,1920,1200,16,Intel,Arc,Arc Graphics,,Integrated,Windows,1
hp,HP Victus 15-fb3120AX Gaming,Gaming,75400,65,AMD,Ryzen,Ryzen 7,7445H,H,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
asus,Asus Vivobook Go 15  E1504FA-BQ2323WS,Thin & Light,34990,50,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 255 G10 (7730UU / 16GB / 512GB / Radeon / Windows),General,45950,55,AMD,Ryzen,Ryzen 7,7730U,U,8,16,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP Omen 16-am0277TX  Gaming,Gaming,125700,69,Intel,Core,Core 7,240H,H,10,16,6,4,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
asus,Asus Vivobook Go 15 E510KAB-BR1125WS,Thin & Light,24990,47,Intel,Core,Celeron,N4500,,2,2,,,,8,512,1366,768,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Predator Helios Neo 16 AI PHN16-73 Gaming,Gaming,229999,86,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,2048,2560,1600,16,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,1
asus,Asus Vivobook S16 S3607CA-SH077WS,Thin & Light,98907,66,Intel,Core Ultra,Core Ultra 7,255H,H,16,16,6,8,2,16,512,1920,1200,16,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus Vivobook 15 X1504VA-E83959WS,Thin & Light,42990,54,Intel,Core,Core I3,1315U,U,6,8,2,4,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus Vivobook 15 X1504VA-NJ3320WS,Thin & Light,35990,52,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI Thin A15 B7UC-104IN Gaming,Gaming,69990,64,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,2
lenovo,Lenovo Ideapad Slim 3 82X6005KIN,Thin & Light,39000,47,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15ABR8 82XM0118IN,Thin & Light,47500,55,AMD,Ryzen,Ryzen 5,5625U,U,6,12,,,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP Omen 16-ae0003TX Gaming,Gaming,127990,80,Intel,Core,Core I7,14700HX,HX,20,28,8,12,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 4070,8,Dedicated,Windows,1
asus,Asus TUF Gaming F16 FX677VB-RL097WS,Gaming,79800,65,Intel,Core,Core 5,210H,H,8,12,4,4,,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
hp,HP Omen 16-ap0183AX Gaming,Gaming,149990,69,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
asus,Asus VivoBook 14 M1407KA-LY112WS,Thin & Light,76990,55,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Vivobook 16 X1605VA-SH1952WS OLED,Thin & Light,63990,59,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1200,16,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
acer,Acer Nitro Lite NL16-71G 2025 Gaming,Gaming,87999,64,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
asus,Asus VivoBook S14 M3407KA-SF044WS,Thin & Light,70990,48,AMD,Ryzen,Ryzen Ai 5,330,,8,16,0,8,0,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo ThinkBook 14 21SGS00100,Business,62490,48,Intel,Core,Core 5,210H,H,8,12,4,4,,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,DOS,1
msi,MSI Thin A15 B7UC-103IN Gaming,Gaming,67990,64,AMD,Ryzen,Ryzen 7,7735HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,2
dell,Dell 14 Plus 2-in-1 Touch,Convertible,85990,68,Intel,Core Ultra,Core Ultra 5,226V,V,8,8,4,,4,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus Chromebook CX1500CKA-NJ0411,General,15999,32,Intel,Core,Celeron,N4500,,2,2,,,,8,64,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
asus,Asus Vivobook 15 M1502YA-BQ989WS,Thin & Light,48990,55,AMD,Ryzen,Ryzen 7,7730U,U,8,16,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo Ideapad Slim 5 83HR000WIN,Thin & Light,72500,55,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,1024,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkBook 14 21DHA10KIN,Business,37880,46,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,DOS,1
hp,HP Omen 16-an0012TX Gaming,Gaming,188900,84,Intel,Core Ultra,Core Ultra 9,285H,H,16,16,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,1
hp,HP Omen 16-an0015TX Gaming,Gaming,168617,80,Intel,Core Ultra,Core Ultra 7,255H,H,16,16,6,8,2,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
lenovo,Lenovo Ideapad Slim 3 82X700FXIN,Thin & Light,39250,42,Intel,Core,Core I3,1305U,U,5,6,1,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP OmniBook X Flip 14-fm0099TU Next Gen AI,Convertible,104990,72,Intel,Core Ultra,Core Ultra 5,226V,V,8,8,4,,4,16,1024,2880,1800,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus Vivobook 15 2025 X1504VA-BQ343WS,Thin & Light,39990,55,Intel,Core,Core I3,1315U,U,6,8,2,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus Vivobook 14 2025 X1407CA-LY1581WS,Thin & Light,71990,59,Intel,Core Ultra,Core Ultra 5,225H,H,14,14,4,8,2,16,1024,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP Omen 16-am0239TX Gaming,Gaming,149990,78,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
infinix,Infinix XBOOK B15 Series BL51A5 71028300082,General,32990,62,AMD,Ryzen,Ryzen 7,5825U,U,8,16,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
gigabyte,Gigabyte G6 MF-H2IN894KH,General,91400,64,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
hp,HP Omen 16-am0279TX Gaming,Gaming,164990,80,Intel,Core,Core I9,14900HX,HX,24,32,8,16,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
hp,HP 15-fd0533TU,General,41700,55,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 2025 A325-53,General,43790,55,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Modern 14 C13M-115IN,General,30480,54,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI Modern 14 C13M-116IN,General,44990,56,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus VivoBook 14 M1407KA-LY132WS,Thin & Light,61990,47,AMD,Ryzen,Ryzen Ai 5,330,,8,16,0,8,0,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus VivoBook S14 M3407KA-SF049WS,Thin & Light,87990,56,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus VivoBook S14 M3407KA-SF047WS,Thin & Light,82990,55,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP Omen 16-ap0181AX Gaming,Gaming,157990,81,AMD,Ryzen,Ryzen 9,8940HX,HX,16,32,,,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
asus,Asus Expertbook P1 P1503CVA-S71076WS,General,72990,61,Intel,Core,Core I7,13620H,H,10,16,6,4,,32,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 15-fc0500AU,General,32490,50,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
ultimus,Ultimus U3 NU14U8INV56LS,General,23990,45,AMD,Ryzen,Ryzen 5,5500U,U,6,12,,,,8,256,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
acer,Acer Swift Neo AS14H-53 UN.36CSI.004,Thin & Light,49990,50,Intel,Core,Core I5,13500H,H,12,16,4,8,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP OmniBook X Flip 14-fm0100TU Next Gen AI,Convertible,116499,74,Intel,Core Ultra,Core Ultra 7,256V,V,8,8,4,,4,16,1024,2880,1800,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
gigabyte,Gigabyte G6 KF-H3IN894KH,General,97420,65,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,2
asus,Asus Vivobook S16 S3607CA-SH071WS,Thin & Light,80600,64,Intel,Core Ultra,Core Ultra 5,225H,H,14,14,4,8,2,16,512,1920,1200,16,Intel,Arc,Arc Graphics,,Integrated,Windows,1
samsung,Samsung Galaxy Book 5 np750xhd-kd3in,General,103990,65,Intel,Core Ultra,Core Ultra 7,255U,U,12,14,2,8,2,16,1024,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
samsung,Samsung Galaxy Book 5 NP750XHD-KD2IN,General,87990,63,Intel,Core Ultra,Core Ultra 7,255U,U,12,14,2,8,2,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI Summit A16 AI Plus A3HMTG-095IN 2 in 1,Convertible,144990,71,AMD,Ryzen,Ryzen Ai 9,365,,10,20,4,6,,32,1024,2560,1600,16,AMD,Radeon,Radeon,,Integrated,Windows,2
dell,Dell 14 Plus ODB1425550701RINU1 AI,General,68490,43,AMD,Ryzen,Ryzen Ai 5,340,,8,16,0,8,0,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell 14 Plus ODB1425550901RINU11 AI,General,84490,51,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,16,1024,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo ThinkBook 16 21KKA0HGIN,Business,40000,53,AMD,Ryzen,Ryzen 5,7430U,U,6,12,,,,8,512,1920,1200,16,AMD,Radeon,Radeon,,Integrated,Windows,1
infinix,Infinix XBOOK B15 Series BL51A5 (5825UU / 16GB / 512GB / Radeon / Windows),General,69990,64,AMD,Ryzen,Ryzen 7,5825U,U,8,16,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
infinix,Infinix XBOOK B15 Series BL51A5 (5500UU / 16GB / 512GB / Radeon / Windows),General,32990,62,AMD,Ryzen,Ryzen 5,5500U,U,6,12,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
infinix,Infinix XBOOK B15 BL51A5,General,30990,61,AMD,Ryzen,Ryzen 5,5500U,U,6,12,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
msi,MSI Thin 15 B13UC-3231IN Gaming,Gaming,60990,61,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,2
asus,Asus TUF Gaming A15 FA506NCG-HN199W,Gaming,68990,69,AMD,Ryzen,Ryzen 7,7445HS,HS,8,16,8,0,0,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
msi,MSI Katana 15 HX B14WEK-642IN Gaming,Gaming,114990,73,Intel,Core,Core I5,14450HX,HX,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,2
msi,MSI Katana 15 HX B14WFK-641IN Gaming,Gaming,134990,75,Intel,Core,Core I5,14450HX,HX,10,16,6,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
lenovo,Lenovo ThinkBook 14 21SGA02WIG,Business,61990,54,Intel,Core,Core 5,210H,H,8,12,4,4,,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus Vivobook 15 M1502YA-BQ712WS,Thin & Light,49990,55,AMD,Ryzen,Ryzen 7,5825U,U,8,16,,,,16,1024,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo ThinkBook 16 G6 21KKA0J2IN,Business,34990,61,AMD,Ryzen,Ryzen 3,7330U,U,4,8,,,,8,512,1920,1200,16,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Vivobook 15 X1504VA-NJ546WS,Thin & Light,48990,53,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
msi,MSI Thin A15 B7UC-611IN  Gaming,Gaming,61990,63,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,2
lenovo,Lenovo IdeaPad Flex 5 14ABR8 82XX00G3IN,General,62490,57,AMD,Ryzen,Ryzen 7,5825U,U,8,16,,,,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
msi,MSI Thin A15 B7UC-610IN Gaming,Gaming,67990,64,AMD,Ryzen,Ryzen 7,7735HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,2
acer,Acer Swift Neo AI SFN14-54H OLED,Thin & Light,73990,57,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
acer,Acer Swift Neo AI SFN14-54H,Thin & Light,66990,56,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus Chromebook CX1505CKA-S70182,General,23799,35,Intel,Celeron,Celeron,N4500,,2,2,,,,8,128,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
asus,Asus Chromebook CX1505CKA-S70179,General,15999,32,Intel,Celeron,Celeron,N4500,,2,2,,,,4,64,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
lenovo,Lenovo Yoga Slim 7 14IMH9 83CV00D3IN,Convertible,99990,61,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 ‎16IRH10R 83J10067IN,Thin & Light,64990,53,Intel,Core 5,210H,210H,H,8,12,4,4,,16,512,1920,1200,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
dell,Dell Inspiron 14 5440 INDINS5440N0-1,General,36990,42,Intel,Core,Core I3,1305U,U,5,6,1,4,,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo V15 83CC000EIN,General,46017,55,Intel,Core,Core I5,13420H,H,8,12,4,4,,8,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
hp,HP Victus 15-fb3118AX Gaming,Gaming,82990,64,AMD,Ryzen,Ryzen 7,7445H,H,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
asus,Asus Vivobook S16 2025 S3607QA-SH074WS,Thin & Light,72990,44,Snapdragon,Snapdragon,Snapdragon X,X1 26 100,,10,10,,,,16,512,1920,1200,16,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
lenovo,Lenovo Thinkpad P16v 21KX002GUS,Business,299999,73,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 3000 Ada Generation,8,Dedicated,Windows,1
asus,Asus Chromebook CX1405CKA-S60342,General,14999,32,Intel,Celeron,Celeron,N4500,,2,2,,,,4,64,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
msi,MSI Thin 15 B13UDX-3223I Gaming,Gaming,66990,63,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,2
lenovo,Lenovo V15 83CC0059IN,General,44490,51,Intel,Core,Core I5,13420H,H,8,12,4,4,,8,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,DOS,1
hp,HP 15-fr0028TU,General,57990,53,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP Victus 15-fb3123AX  Gaming,Gaming,60990,64,AMD,Ryzen,Ryzen 7,7445H,H,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
asus,Asus TUF Gaming A16 FA607NUG-RL189WS Gaming,Gaming,89990,64,AMD,Ryzen,Ryzen 7,7445HS,HS,8,16,8,0,0,16,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
hp,HP Victus 15-fb3125AX Gaming,Gaming,67990,56,AMD,Ryzen,Ryzen 7,7445H,H,6,12,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
acer,Acer 14 Travel Lite TL14-52M,General,39990,56,Intel,Core,Core I3,1305U,U,5,6,1,4,,16,512,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
acer,Acer Travel Lite 14 TL14-52M,General,74990,61,Intel,Core,Core I7,1355U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
hp,HP Victus 15-fb3122AX Gaming,Gaming,58999,61,AMD,Ryzen,Ryzen 7,7445H,H,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
msi,MSI Thin 15 B13UC-125IN Gaming,Gaming,65990,60,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,2
msi,MSI Thin 15 B13UC-124IN Gaming,Gaming,67990,63,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,2
hp,HP 15-fd0549TU,General,54999,53,Intel,Core,Core I5,1334U,U,10,12,2,8,,8,1024,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI Crosshair 17 HX AI D2XWGKG-031IN Gaming,Gaming,209990,87,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,1024,2560,1600,17,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,2
acer,Acer Swift Lite (2025) OLED SFL14-54M NX.DB8SI.001,Thin & Light,56800,52,Intel,Core Ultra,Core Ultra 5,115U,U,8,10,2,4,2,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP 15-fc0552AU,General,32999,51,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 15-fd1279TU,General,77490,62,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,32,1024,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
